country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
MEX,1998,Upper middle income,No,,1998,Upper middle income,UMIC
MEX,2010,Upper middle income,No,,2010,Upper middle income,UMIC
MEX,2013,Upper middle income,No,,2013,Upper middle income,UMIC
MEX,2004,Upper middle income,No,,2004,Upper middle income,UMIC
MHL,1998,Lower middle income,No,,1998,Lower middle income,LMIC
MHL,2010,Lower middle income,Yes,,2010,Lower middle income,LMIC
MHL,1988,Lower middle income,,,1988,Lower middle income,LMIC
MHL,2019,Upper middle income,Yes,,2019,Upper middle income,UMIC
MHL,2000,Lower middle income,No,,2000,Lower middle income,LMIC
MHL,2006,Lower middle income,No,,2006,Lower middle income,LMIC
MHL,2018,Upper middle income,Yes,,2018,Upper middle income,UMIC
MHL,1999,Lower middle income,No,,1999,Lower middle income,LMIC
MHL,1987,Lower middle income,,,1987,Lower middle income,LMIC
MHL,2003,Lower middle income,No,,2003,Lower middle income,LMIC
MHL,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MHL,2017,Upper middle income,Yes,,2017,Upper middle income,UMIC
MHL,2015,Upper middle income,Yes,,2015,Upper middle income,UMIC
MHL,1990,Lower middle income,,,1990,Lower middle income,LMIC
MHL,2020,Upper middle income,Yes,,2020,Upper middle income,UMIC
MHL,1994,Lower middle income,,,1994,Lower middle income,LMIC
MHL,1992,Lower middle income,,,1992,Lower middle income,LMIC
MHL,2002,Lower middle income,No,,2002,Lower middle income,LMIC
MHL,2009,Lower middle income,No,,2009,Lower middle income,LMIC
MHL,2022,Upper middle income,Yes,,2022,Upper middle income,UMIC
MHL,2021,Upper middle income,Yes,,2021,Upper middle income,UMIC
MHL,2013,Upper middle income,Yes,,2013,Upper middle income,UMIC
MHL,2012,Upper middle income,Yes,,2012,Upper middle income,UMIC
MHL,2014,Upper middle income,Yes,,2014,Upper middle income,UMIC
MHL,2016,Upper middle income,Yes,,2016,Upper middle income,UMIC
MHL,2001,Lower middle income,No,,2001,Lower middle income,LMIC
MHL,2023,Upper middle income,Yes,,2023,Upper middle income,UMIC
MHL,1993,Lower middle income,,,1993,Lower middle income,LMIC
MHL,2008,Lower middle income,No,,2008,Lower middle income,LMIC
MHL,1996,Lower middle income,,,1996,Lower middle income,LMIC
MHL,1995,Lower middle income,,,1995,Lower middle income,LMIC
MHL,1997,Lower middle income,,,1997,Lower middle income,LMIC
MHL,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MHL,2004,Lower middle income,No,,2004,Lower middle income,LMIC
MHL,2011,Lower middle income,Yes,,2011,Lower middle income,LMIC
MHL,1991,Lower middle income,,,1991,Lower middle income,LMIC
MHL,2024,Upper middle income,Yes,,2024,Upper middle income,UMIC
MHL,1989,Lower middle income,,,1989,Lower middle income,LMIC
MKD,2011,Upper middle income,No,,2011,Upper middle income,UMIC
MKD,2016,Upper middle income,No,,2016,Upper middle income,UMIC
MKD,1998,Lower middle income,No,,1998,Lower middle income,LMIC
MKD,2006,Lower middle income,No,,2006,Lower middle income,LMIC
MKD,2008,Upper middle income,No,,2008,Upper middle income,UMIC
MKD,2018,Upper middle income,No,,2018,Upper middle income,UMIC
MKD,2020,Upper middle income,No,,2020,Upper middle income,UMIC
MKD,2001,Lower middle income,No,,2001,Lower middle income,LMIC
MKD,2015,Upper middle income,No,,2015,Upper middle income,UMIC
MKD,2017,Upper middle income,No,,2017,Upper middle income,UMIC
MKD,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MKD,1989,Upper middle income,,,1989,Upper middle income,UMIC
MKD,2003,Lower middle income,No,,2003,Lower middle income,LMIC
MKD,2000,Lower middle income,No,,2000,Lower middle income,LMIC
MKD,2021,Upper middle income,No,,2021,Upper middle income,UMIC
MKD,2010,Upper middle income,No,,2010,Upper middle income,UMIC
MKD,1990,Upper middle income,,,1990,Upper middle income,UMIC
MKD,2012,Upper middle income,No,,2012,Upper middle income,UMIC
MKD,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MKD,2013,Upper middle income,No,,2013,Upper middle income,UMIC
MKD,1994,Lower middle income,,,1994,Lower middle income,LMIC
MKD,2014,Upper middle income,No,,2014,Upper middle income,UMIC
MKD,1996,Lower middle income,,,1996,Lower middle income,LMIC
MKD,1995,Lower middle income,,,1995,Lower middle income,LMIC
MKD,2004,Lower middle income,No,,2004,Lower middle income,LMIC
MKD,2002,Lower middle income,No,,2002,Lower middle income,LMIC
MKD,1992,Lower middle income,,,1992,Lower middle income,LMIC
MKD,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MKD,1991,Upper middle income,,,1991,Upper middle income,UMIC
MKD,1987,Upper middle income,,,1987,Upper middle income,UMIC
MKD,1997,Lower middle income,,,1997,Lower middle income,LMIC
MKD,2022,Upper middle income,No,,2022,Upper middle income,UMIC
MKD,1988,Upper middle income,,,1988,Upper middle income,UMIC
MKD,2009,Upper middle income,No,,2009,Upper middle income,UMIC
MKD,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MKD,2019,Upper middle income,No,,2019,Upper middle income,UMIC
MKD,1999,Lower middle income,No,,1999,Lower middle income,LMIC
MKD,1993,Lower middle income,,,1993,Lower middle income,LMIC
MLI,1988,Low income,,Western and Central Africa,1988,Low income,LIC
MLI,2015,Low income,Yes,Western and Central Africa,2015,Low income,LIC
MLI,2020,Low income,Yes,Western and Central Africa,2020,Low income,LIC
MLI,1987,Low income,,Western and Central Africa,1987,Low income,LIC
MLI,1992,Low income,,Western and Central Africa,1992,Low income,LIC
MLI,1994,Low income,,Western and Central Africa,1994,Low income,LIC
MLI,2007,Low income,No,Western and Central Africa,2007,Low income,LIC
MLI,1993,Low income,,Western and Central Africa,1993,Low income,LIC
MLI,2021,Low income,Yes,Western and Central Africa,2021,Low income,LIC
MLI,1998,Low income,No,Western and Central Africa,1998,Low income,LIC
MLI,2019,Low income,Yes,Western and Central Africa,2019,Low income,LIC
MLI,2014,Low income,Yes,Western and Central Africa,2014,Low income,LIC
MLI,2012,Low income,Yes,Western and Central Africa,2012,Low income,LIC
MLI,2010,Low income,No,Western and Central Africa,2010,Low income,LIC
MLI,1990,Low income,,Western and Central Africa,1990,Low income,LIC
MLI,1999,Low income,No,Western and Central Africa,1999,Low income,LIC
MLI,2002,Low income,No,Western and Central Africa,2002,Low income,LIC
MLI,1997,Low income,,Western and Central Africa,1997,Low income,LIC
MLI,1991,Low income,,Western and Central Africa,1991,Low income,LIC
MLI,2004,Low income,No,Western and Central Africa,2004,Low income,LIC
MLI,2005,Low income,No,Western and Central Africa,2005,Low income,LIC
MLI,2017,Low income,Yes,Western and Central Africa,2017,Low income,LIC
MLI,2018,Low income,Yes,Western and Central Africa,2018,Low income,LIC
MLI,2001,Low income,No,Western and Central Africa,2001,Low income,LIC
MLI,1996,Low income,,Western and Central Africa,1996,Low income,LIC
MLI,2022,Low income,Yes,Western and Central Africa,2022,Low income,LIC
MLI,2011,Low income,No,Western and Central Africa,2011,Low income,LIC
MLI,2024,Low income,Yes,Western and Central Africa,2024,Low income,LIC
MLI,2009,Low income,No,Western and Central Africa,2009,Low income,LIC
MLI,2016,Low income,Yes,Western and Central Africa,2016,Low income,LIC
MLI,2008,Low income,No,Western and Central Africa,2008,Low income,LIC
MLI,2013,Low income,Yes,Western and Central Africa,2013,Low income,LIC
MLI,1989,Low income,,Western and Central Africa,1989,Low income,LIC
MLI,2006,Low income,No,Western and Central Africa,2006,Low income,LIC
MLI,2000,Low income,No,Western and Central Africa,2000,Low income,LIC
MLI,2003,Low income,No,Western and Central Africa,2003,Low income,LIC
MLI,2023,Low income,Yes,Western and Central Africa,2023,Low income,LIC
MLT,2006,High income,No,,2006,High income,HIC
MLT,2003,High income,No,,2003,High income,HIC
MLT,2020,High income,No,,2020,High income,HIC
MLT,1987,Upper middle income,,,1987,Upper middle income,UMIC
MLT,2017,High income,No,,2017,High income,HIC
MLT,2000,High income,No,,2000,High income,HIC
MLT,2005,High income,No,,2005,High income,HIC
MLT,2007,High income,No,,2007,High income,HIC
MLT,2001,Upper middle income,No,,2001,Upper middle income,UMIC
MLT,1995,Upper middle income,,,1995,Upper middle income,UMIC
MLT,1999,Upper middle income,No,,1999,Upper middle income,UMIC
MLT,2009,High income,No,,2009,High income,HIC
MLT,2011,High income,No,,2011,High income,HIC
MLT,2021,High income,No,,2021,High income,HIC
MLT,2022,High income,No,,2022,High income,HIC
MLT,2016,High income,No,,2016,High income,HIC
MLT,2004,High income,No,,2004,High income,HIC
MLT,2013,High income,No,,2013,High income,HIC
MLT,2019,High income,No,,2019,High income,HIC
MLT,1996,Upper middle income,,,1996,Upper middle income,UMIC
MLT,1990,Upper middle income,,,1990,Upper middle income,UMIC
MLT,2010,High income,No,,2010,High income,HIC
MLT,1998,High income,No,,1998,High income,HIC
MLT,2002,High income,No,,2002,High income,HIC
MLT,2012,High income,No,,2012,High income,HIC
MLT,2015,High income,No,,2015,High income,HIC
MLT,2008,High income,No,,2008,High income,HIC
MLT,1994,Upper middle income,,,1994,Upper middle income,UMIC
MLT,1989,High income,,,1989,High income,HIC
MLT,1991,Upper middle income,,,1991,Upper middle income,UMIC
MLT,1993,Upper middle income,,,1993,Upper middle income,UMIC
MLT,1988,Upper middle income,,,1988,Upper middle income,UMIC
MLT,2023,High income,No,,2023,High income,HIC
MLT,2024,High income,No,,2024,High income,HIC
MLT,1992,Upper middle income,,,1992,Upper middle income,UMIC
MLT,2014,High income,No,,2014,High income,HIC
MLT,2018,High income,No,,2018,High income,HIC
MLT,1997,Upper middle income,,,1997,Upper middle income,UMIC
MMR,2010,Low income,Yes,,2010,Low income,LIC
MMR,2003,Low income,Yes,,2003,Low income,LIC
MMR,1989,Low income,,,1989,Low income,LIC
MMR,2007,Low income,Yes,,2007,Low income,LIC
MMR,2018,Lower middle income,Yes,,2018,Lower middle income,LMIC
MMR,2017,Lower middle income,Yes,,2017,Lower middle income,LMIC
MMR,2001,Low income,Yes,,2001,Low income,LIC
MMR,1987,Low income,,,1987,Low income,LIC
MMR,2020,Lower middle income,Yes,,2020,Lower middle income,LMIC
MMR,2005,Low income,Yes,,2005,Low income,LIC
MMR,2021,Lower middle income,Yes,,2021,Lower middle income,LMIC
MMR,2015,Lower middle income,Yes,,2015,Lower middle income,LMIC
MMR,1988,Low income,,,1988,Low income,LIC
MMR,1992,Low income,,,1992,Low income,LIC
MMR,2024,Lower middle income,Yes,,2024,Lower middle income,LMIC
MMR,1991,Low income,,,1991,Low income,LIC
MMR,1997,Low income,,,1997,Low income,LIC
MMR,1996,Low income,,,1996,Low income,LIC
MMR,2011,Low income,Yes,,2011,Low income,LIC
MMR,1990,Low income,,,1990,Low income,LIC
MMR,1995,Low income,,,1995,Low income,LIC
MMR,1994,Low income,,,1994,Low income,LIC
MMR,2019,Lower middle income,Yes,,2019,Lower middle income,LMIC
MMR,2023,Lower middle income,Yes,,2023,Lower middle income,LMIC
MMR,1993,Low income,,,1993,Low income,LIC
MMR,2004,Low income,Yes,,2004,Low income,LIC
MMR,2009,Low income,Yes,,2009,Low income,LIC
MMR,2016,Lower middle income,Yes,,2016,Lower middle income,LMIC
MMR,2002,Low income,Yes,,2002,Low income,LIC
MMR,2014,Lower middle income,Yes,,2014,Lower middle income,LMIC
MMR,2000,Low income,Yes,,2000,Low income,LIC
MMR,2013,Low income,Yes,,2013,Low income,LIC
MMR,2008,Low income,Yes,,2008,Low income,LIC
MMR,1999,Low income,Yes,,1999,Low income,LIC
MMR,2022,Lower middle income,Yes,,2022,Lower middle income,LMIC
MMR,2012,Low income,Yes,,2012,Low income,LIC
MMR,2006,Low income,Yes,,2006,Low income,LIC
MMR,1998,Low income,Yes,,1998,Low income,LIC
MNE,2005,Lower middle income,No,,2005,Lower middle income,LMIC
MNE,2001,Lower middle income,No,,2001,Lower middle income,LMIC
MNE,1993,Lower middle income,,,1993,Lower middle income,LMIC
MNE,2008,Upper middle income,No,,2008,Upper middle income,UMIC
MNE,2004,Lower middle income,No,,2004,Lower middle income,LMIC
MNE,2013,Upper middle income,No,,2013,Upper middle income,UMIC
MNE,1995,Lower middle income,,,1995,Lower middle income,LMIC
MNE,2017,Upper middle income,No,,2017,Upper middle income,UMIC
MNE,2015,Upper middle income,No,,2015,Upper middle income,UMIC
MNE,1998,Lower middle income,No,,1998,Lower middle income,LMIC
MNE,1987,Upper middle income,,,1987,Upper middle income,UMIC
MNE,2009,Upper middle income,No,,2009,Upper middle income,UMIC
MNE,2012,Upper middle income,No,,2012,Upper middle income,UMIC
MNE,2006,Upper middle income,No,,2006,Upper middle income,UMIC
MNE,2010,Upper middle income,No,,2010,Upper middle income,UMIC
MNE,2016,Upper middle income,No,,2016,Upper middle income,UMIC
MNE,2021,Upper middle income,No,,2021,Upper middle income,UMIC
MNE,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MNE,2002,Lower middle income,No,,2002,Lower middle income,LMIC
MNE,2011,Upper middle income,No,,2011,Upper middle income,UMIC
MNE,2000,Lower middle income,No,,2000,Lower middle income,LMIC
MNE,1997,Lower middle income,,,1997,Lower middle income,LMIC
MNE,1989,Upper middle income,,,1989,Upper middle income,UMIC
MNE,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MNE,1999,Lower middle income,No,,1999,Lower middle income,LMIC
MNE,1992,Lower middle income,,,1992,Lower middle income,LMIC
MNE,1988,Upper middle income,,,1988,Upper middle income,UMIC
MNE,2003,Lower middle income,No,,2003,Lower middle income,LMIC
MNE,2014,Upper middle income,No,,2014,Upper middle income,UMIC
MNE,2022,Upper middle income,No,,2022,Upper middle income,UMIC
MNE,2007,Upper middle income,No,,2007,Upper middle income,UMIC
MNE,2018,Upper middle income,No,,2018,Upper middle income,UMIC
MNE,1991,Upper middle income,,,1991,Upper middle income,UMIC
MNE,2019,Upper middle income,No,,2019,Upper middle income,UMIC
MNE,2020,Upper middle income,No,,2020,Upper middle income,UMIC
MNE,1994,Lower middle income,,,1994,Lower middle income,LMIC
MNE,1996,Lower middle income,,,1996,Lower middle income,LMIC
MNE,1990,Upper middle income,,,1990,Upper middle income,UMIC
MNG,2021,Lower middle income,No,,2021,Lower middle income,LMIC
MNG,2008,Lower middle income,No,,2008,Lower middle income,LMIC
MNG,1999,Low income,No,,1999,Low income,LIC
MNG,1987,Lower middle income,,,1987,Lower middle income,LMIC
MNG,1997,Low income,,,1997,Low income,LIC
MNG,1991,Lower middle income,,,1991,Lower middle income,LMIC
MNG,2014,Upper middle income,No,,2014,Upper middle income,UMIC
MNG,1998,Low income,No,,1998,Low income,LIC
MNG,2003,Low income,No,,2003,Low income,LIC
MNG,2000,Low income,No,,2000,Low income,LIC
MNG,1995,Low income,,,1995,Low income,LIC
MNG,2001,Low income,No,,2001,Low income,LIC
MNG,2012,Lower middle income,No,,2012,Lower middle income,LMIC
MNG,2010,Lower middle income,No,,2010,Lower middle income,LMIC
MNG,2024,Upper middle income,No,,2024,Upper middle income,UMIC
MNG,2023,Upper middle income,No,,2023,Upper middle income,UMIC
MNG,1990,Lower middle income,,,1990,Lower middle income,LMIC
MNG,2011,Lower middle income,No,,2011,Lower middle income,LMIC
MNG,1996,Low income,,,1996,Low income,LIC
MNG,2022,Lower middle income,No,,2022,Lower middle income,LMIC
MNG,2019,Lower middle income,No,,2019,Lower middle income,LMIC
MNG,2013,Lower middle income,No,,2013,Lower middle income,LMIC
MNG,2006,Low income,No,,2006,Low income,LIC
MNG,2005,Low income,No,,2005,Low income,LIC
MNG,2007,Lower middle income,No,,2007,Lower middle income,LMIC
MNG,2004,Low income,No,,2004,Low income,LIC
MNG,2002,Low income,No,,2002,Low income,LIC
MNG,1988,Lower middle income,,,1988,Lower middle income,LMIC
MNG,1989,Lower middle income,,,1989,Lower middle income,LMIC
MNG,1993,Low income,,,1993,Low income,LIC
MNG,2018,Lower middle income,No,,2018,Lower middle income,LMIC
MNG,2017,Lower middle income,No,,2017,Lower middle income,LMIC
MNG,2015,Lower middle income,No,,2015,Lower middle income,LMIC
MNG,1992,Lower middle income,,,1992,Lower middle income,LMIC
MNG,2009,Lower middle income,No,,2009,Lower middle income,LMIC
MNG,1994,Low income,,,1994,Low income,LIC
MNG,2020,Lower middle income,No,,2020,Lower middle income,LMIC
MNG,2016,Lower middle income,No,,2016,Lower middle income,LMIC
MNP,2000,High income,No,,2000,High income,HIC
MNP,2010,High income,No,,2010,High income,HIC
MNP,1987,Lower middle income,,,1987,Lower middle income,LMIC
MNP,2007,High income,No,,2007,High income,HIC
MNP,1989,Lower middle income,,,1989,Lower middle income,LMIC
MNP,2008,High income,No,,2008,High income,HIC
MNP,1998,High income,No,,1998,High income,HIC
MNP,2018,High income,No,,2018,High income,HIC
MNP,2017,High income,No,,2017,High income,HIC
MNP,2023,High income,No,,2023,High income,HIC
MNP,1992,Lower middle income,,,1992,Lower middle income,LMIC
MNP,2011,High income,No,,2011,High income,HIC
MNP,2006,Upper middle income,No,,2006,Upper middle income,UMIC
MNP,1994,Lower middle income,,,1994,Lower middle income,LMIC
MNP,1991,Lower middle income,,,1991,Lower middle income,LMIC
MNP,2001,High income,No,,2001,High income,HIC
MNP,2003,Upper middle income,No,,2003,Upper middle income,UMIC
MNP,1988,Lower middle income,,,1988,Lower middle income,LMIC
MNP,2022,High income,No,,2022,High income,HIC
MNP,2012,High income,No,,2012,High income,HIC
MNP,2013,High income,No,,2013,High income,HIC
MNP,1996,High income,,,1996,High income,HIC
MNP,2002,Upper middle income,No,,2002,Upper middle income,UMIC
MNP,2015,High income,No,,2015,High income,HIC
MNP,1997,High income,,,1997,High income,HIC
MNP,1993,Lower middle income,,,1993,Lower middle income,LMIC
MNP,2020,High income,No,,2020,High income,HIC
MNP,2024,High income,No,,2024,High income,HIC
MNP,1995,High income,,,1995,High income,HIC
MNP,2009,High income,No,,2009,High income,HIC
MNP,2005,Upper middle income,No,,2005,Upper middle income,UMIC
